Case Number,EVENTTIME,ACTIVITY_EN,Flag
6931616851,2023-06-15 08:49:50,Call Session Start,1
6931616851,2023-06-15 08:53:04,Customer Chat Initiated,0
6931616851,2023-06-15 08:53:04,Call Outbound,0
6931616851,2023-06-15 08:53:04,Set No Reply Required,0
6931616851,2023-06-15 08:53:04,Call Session End,0
6931616851,2023-06-15 08:53:04,Create Work Order,0
6931616851,2023-06-15 08:53:04,Submit Work Order,0
6931616851,2023-06-15 08:53:04,Manual Case Created,0
6931616851,2023-06-15 08:53:04,Set Case Status To Closed,0
6931616851,2023-06-15 08:53:04,Call Inbound,0
6931616851,2023-06-15 08:53:04,Set Work Order Status to Closed,0
6931616851,2023-06-15 08:53:04,Set Work Order Status to Approved,0
6931616851,2023-06-15 08:53:04,Set Work Order Status to Pending,0
6931616851,2023-06-15 08:53:04,Set Case Status To Completed,0
6931616851,2023-06-15 08:53:04,Task Created: Review/ Follow Up,0
6931616851,2023-06-15 08:53:04,Task Completed: Review/ Follow Up,0
6931616851,2023-06-15 08:53:04,Email Outbound,0
6931616851,2023-06-15 08:53:04,Email Inbound,0
6931616851,2023-06-15 08:53:04,Call Session Start,1
6931616851,2023-06-15 08:53:04,Customer Chat Initiated,0
6931616851,2023-06-15 08:53:59,Call Outbound,0
6931616851,2023-06-15 08:54:04,Set No Reply Required,0
6931616851,2023-06-15 08:56:06,Call Session End,0
6931616851,2023-06-15 08:56:06,Create Work Order,0
6931616851,2023-06-15 08:56:06,Submit Work Order,0
6931616851,2023-06-15 09:02:42,Manual Case Created,0
6931616851,2023-06-15 09:02:42,Set Case Status To Closed,0
6931616851,2023-06-15 09:02:42,Call Inbound,0
6931616851,2023-06-15 09:02:42,Set Work Order Status to Closed,0
6931616851,2023-06-15 09:02:42,Set Work Order Status to Approved,0
6931616851,2023-06-15 09:02:42,Set Work Order Status to Pending,0
6931616851,2023-06-15 09:02:42,Set Case Status To Completed,0
6931616851,2023-06-15 09:02:42,Task Created: Review/ Follow Up,0
6931616851,2023-06-15 09:02:42,Task Completed: Review/ Follow Up,0
6931616851,2023-06-15 09:02:42,Email Outbound,0
6931616851,2023-06-15 09:02:42,Email Inbound,0
6931616851,2023-06-15 09:02:42,Call Session Start,1
6931616851,2023-06-15 09:02:42,Customer Chat Initiated,0
6931616851,2023-06-15 09:02:42,Call Outbound,0
6931616851,2023-06-15 09:02:42,Set No Reply Required,0
6931616851,2023-06-15 09:02:42,Call Session End,0
6931616851,2023-06-15 09:02:42,Create Work Order,0
6931616851,2023-06-15 09:02:42,Submit Work Order,0
6931616851,2023-06-15 09:02:42,Manual Case Created,0
6931616851,2023-06-15 09:02:42,Set Case Status To Closed,0
6931616851,2023-06-15 09:02:42,Call Inbound,0
6931616851,2023-06-15 09:02:42,Set Work Order Status to Closed,0
6931616851,2023-06-15 09:02:42,Set Work Order Status to Approved,0
6931616851,2023-06-15 09:02:42,Set Work Order Status to Pending,0
6931616851,2023-06-15 09:02:42,Set Case Status To Completed,0
6931616851,2023-06-15 09:02:42,Task Created: Review/ Follow Up,0
6931616851,2023-06-15 09:02:42,Task Completed: Review/ Follow Up,0
6931616851,2023-06-15 09:02:42,Email Outbound,0
6931616851,2023-06-15 09:02:42,Email Inbound,0
6931616851,2023-06-15 09:02:42,Call Session Start,1
6931616851,2023-06-15 09:02:42,Customer Chat Initiated,0
6931616851,2023-06-15 09:03:08,Call Outbound,0
6931616851,2023-06-15 09:04:11,Set No Reply Required,0
6931616851,2023-06-15 09:05:49,Call Session End,0
6931616851,2023-06-15 09:05:51,Create Work Order,0
6931616851,2023-06-15 09:05:51,Submit Work Order,0
6931616851,2023-06-15 09:07:19,Manual Case Created,0
6931616851,2023-06-15 09:07:20,Set Case Status To Closed,0
6931616851,2023-06-15 09:07:20,Call Inbound,0
6931616851,2023-07-13 07:12:37,Set Work Order Status to Closed,0
6931616851,2023-07-13 07:12:37,Set Work Order Status to Approved,0
6931616851,2023-07-13 07:12:37,Set Work Order Status to Pending,0
6931616851,2023-07-13 07:12:37,Set Case Status To Completed,0
6931616851,2023-07-13 07:12:37,Task Created: Review/ Follow Up,0
6931616851,2023-07-13 07:12:37,Task Completed: Review/ Follow Up,0
6931616851,2023-07-13 07:12:37,Email Outbound,0
6931616851,2023-07-13 07:12:37,Email Inbound,0
6931616851,2023-07-13 07:12:37,Call Session Start,1
6931616851,2023-07-13 07:12:37,Customer Chat Initiated,0
6931616851,2023-07-13 07:12:37,Call Outbound,0
6931616851,2023-07-13 07:12:37,Set No Reply Required,0
6931616851,2023-07-13 07:12:37,Call Session End,0
6931616851,2023-07-13 07:12:37,Create Work Order,0
6931616851,2023-07-13 07:12:55,Submit Work Order,0
6931616851,2023-07-13 07:13:03,Manual Case Created,0
6931616851,2023-07-13 07:13:03,Set Case Status To Closed,0
6931616851,2023-07-13 07:13:48,Call Inbound,0
6931616851,2023-07-13 07:13:48,Set Work Order Status to Closed,0
6931616851,2023-07-13 07:13:48,Set Work Order Status to Approved,0
6931616851,2023-07-13 07:13:48,Set Work Order Status to Pending,0
6931616851,2023-07-13 07:14:09,Set Case Status To Completed,0
6931616851,2023-07-13 07:14:09,Task Created: Review/ Follow Up,0
6931616851,2023-07-13 07:14:09,Task Completed: Review/ Follow Up,0
6931616851,2023-07-13 07:14:09,Email Outbound,0
6931616851,2023-07-13 07:14:09,Email Inbound,0
6931616851,2023-07-13 07:14:09,Call Session Start,1
6931616851,2023-07-13 07:14:09,Customer Chat Initiated,0
6931616851,2023-07-13 07:14:09,Call Outbound,0
6931616851,2023-07-13 07:14:09,Set No Reply Required,0
6931616851,2023-07-13 07:14:09,Call Session End,0
6931616851,2023-07-13 07:14:09,Create Work Order,0
6931616851,2023-07-13 07:14:09,Submit Work Order,0
6931616851,2023-07-13 07:14:09,Manual Case Created,0
6931616851,2023-07-13 07:14:09,Set Case Status To Closed,0
6931616851,2023-07-13 07:14:09,Call Inbound,0
6931616851,2023-07-13 07:14:09,Set Work Order Status to Closed,0
6931616851,2023-07-13 07:14:09,Set Work Order Status to Approved,0
6931616851,2023-07-13 07:14:09,Set Work Order Status to Pending,0
6931616851,2023-07-13 07:14:09,Set Case Status To Completed,0
6931616851,2023-07-13 07:14:22,Task Created: Review/ Follow Up,0
6931616851,2023-07-13 07:14:28,Task Completed: Review/ Follow Up,0
6931616851,2023-07-13 07:16:58,Email Outbound,0
6931616851,2023-07-13 07:16:58,Email Inbound,0
6931616851,2023-07-13 07:16:58,Call Session Start,1
6931616851,2023-07-13 07:17:26,Customer Chat Initiated,0
6931616851,2023-07-13 07:17:26,Call Outbound,0
6931616851,2023-07-13 07:17:26,Set No Reply Required,0
6931616851,2023-07-13 07:17:26,Call Session End,0
6931616851,2023-07-13 07:17:26,Create Work Order,0
6931616851,2023-07-13 07:17:26,Submit Work Order,0
6931616851,2023-07-13 07:17:26,Manual Case Created,0
6931616851,2023-07-13 07:17:26,Set Case Status To Closed,0
6931616851,2023-07-13 07:17:26,Call Inbound,0
6931616851,2023-07-13 07:17:26,Set Work Order Status to Closed,0
6931616851,2023-07-13 07:17:26,Set Work Order Status to Approved,0
6931616851,2023-07-13 07:17:26,Set Work Order Status to Pending,0
6931616851,2023-07-13 07:17:26,Set Case Status To Completed,0
6931616851,2023-07-13 07:17:26,Task Created: Review/ Follow Up,0
6931616851,2023-07-13 07:17:26,Task Completed: Review/ Follow Up,0
6931616851,2023-07-13 07:17:26,Email Outbound,0
6931616851,2023-07-13 07:17:26,Email Inbound,0
6931616851,2023-07-13 07:17:26,Call Session Start,1
6931616851,2023-07-13 07:17:26,Customer Chat Initiated,0
6931616851,2023-07-13 07:17:26,Call Outbound,0
6931616851,2023-07-13 07:17:26,Set No Reply Required,0
6931616851,2023-07-13 07:17:26,Call Session End,0
6931616851,2023-07-13 07:17:26,Create Work Order,0
6931616851,2023-07-13 07:17:26,Submit Work Order,0
6931616851,2023-07-13 07:17:26,Manual Case Created,0
6931616851,2023-07-13 07:17:26,Set Case Status To Closed,0
6931616851,2023-07-13 07:19:05,Call Inbound,0
6931616851,2023-07-13 07:19:19,Set Work Order Status to Closed,0
6931616851,2023-07-13 07:19:47,Set Work Order Status to Approved,0
6931616851,2023-07-13 07:19:49,Set Work Order Status to Pending,0
6931616851,2023-07-13 07:19:49,Set Case Status To Completed,0
6931616851,2023-07-13 07:25:37,Task Created: Review/ Follow Up,0
6931616851,2023-07-13 07:25:37,Task Completed: Review/ Follow Up,0
6931616851,2023-07-13 07:25:37,Email Outbound,0
6931616851,2023-07-13 07:25:37,Email Inbound,0
6931616851,2023-07-13 09:11:43,Call Session Start,1
6931616851,2023-07-13 09:11:43,Customer Chat Initiated,0
6931616851,2023-07-13 09:11:43,Call Outbound,0
6931616851,2023-07-13 09:11:43,Set No Reply Required,0
6931616851,2023-07-13 09:11:43,Call Session End,0
6931616851,2023-07-13 09:11:43,Create Work Order,0
6931616851,2023-07-13 09:11:43,Submit Work Order,0
6931616851,2023-07-13 09:11:43,Manual Case Created,0
6931616851,2023-07-13 09:11:43,Set Case Status To Closed,0
6931616851,2023-07-13 09:11:43,Call Inbound,0
6931616851,2023-07-13 09:11:43,Set Work Order Status to Closed,0
6931616851,2023-07-13 09:11:43,Set Work Order Status to Approved,0
6931616851,2023-07-13 09:11:43,Set Work Order Status to Pending,0
6931616851,2023-07-13 09:11:43,Set Case Status To Completed,0
6931616851,2023-07-13 09:11:43,Task Created: Review/ Follow Up,0
6931616851,2023-07-13 09:11:43,Task Completed: Review/ Follow Up,0
6931616851,2023-07-13 09:11:43,Email Outbound,0
6931616851,2023-07-13 09:11:43,Email Inbound,0
6931616851,2023-07-13 09:11:43,Call Session Start,1
6931616851,2023-07-13 09:11:43,Customer Chat Initiated,0
6931616851,2023-07-13 09:12:49,Call Outbound,0
6931616851,2023-07-13 09:13:15,Set No Reply Required,0
6931616851,2023-07-13 09:15:09,Call Session End,0
6931616851,2023-07-13 09:15:10,Create Work Order,0
6931616851,2023-07-13 09:15:10,Submit Work Order,0
6931616851,2023-07-20 14:18:36,Manual Case Created,0
6931616851,2023-07-20 14:18:36,Set Case Status To Closed,0
6931616851,2023-07-20 14:18:36,Call Inbound,0
6931616851,2023-07-20 14:18:36,Set Work Order Status to Closed,0
6931616851,2023-07-20 14:18:36,Set Work Order Status to Approved,0
6931616851,2023-07-20 14:18:36,Set Work Order Status to Pending,0
6931616851,2023-07-20 14:18:36,Set Case Status To Completed,0
6931616851,2023-07-20 14:18:36,Task Created: Review/ Follow Up,0
6931616851,2023-07-20 14:18:36,Task Completed: Review/ Follow Up,0
6931616851,2023-07-20 14:18:36,Email Outbound,0
6931616851,2023-07-20 14:18:36,Email Inbound,0
6931616851,2023-07-20 14:18:36,Call Session Start,1
6931616851,2023-07-20 14:18:36,Customer Chat Initiated,0
6931616851,2023-07-20 14:18:36,Call Outbound,0
6931616851,2023-07-20 14:18:36,Set No Reply Required,0
6931616851,2023-07-20 14:18:36,Call Session End,0
6931616851,2023-07-20 14:18:36,Create Work Order,0
6931616851,2023-07-20 14:18:36,Submit Work Order,0
6931616851,2023-07-20 14:18:36,Manual Case Created,0
6931616851,2023-07-20 14:18:36,Set Case Status To Closed,0
6931616851,2023-07-20 14:21:54,Call Inbound,0
6931616851,2023-07-20 14:22:24,Set Work Order Status to Closed,0
6931616851,2023-07-20 14:24:03,Set Work Order Status to Approved,0
6931616851,2023-07-20 14:24:04,Set Work Order Status to Pending,0
6931616851,2023-07-20 14:24:04,Set Case Status To Completed,0
6931616851,2023-08-19 08:30:50,Task Created: Review/ Follow Up,0
6931616851,2023-08-19 08:30:50,Task Completed: Review/ Follow Up,0
6931616851,2023-08-19 08:30:50,Email Outbound,0
6931616851,2023-08-19 08:30:50,Email Inbound,0
6931616851,2023-08-19 08:30:50,Call Session Start,1
6931616851,2023-08-19 08:30:50,Customer Chat Initiated,0
6931616851,2023-08-19 08:30:50,Call Outbound,0
6931616851,2023-08-19 08:30:50,Set No Reply Required,0
6931616851,2023-08-19 08:30:50,Call Session End,0
6931616851,2023-08-19 08:30:50,Create Work Order,0
6931616851,2023-08-19 08:30:50,Submit Work Order,0
6931616851,2023-08-19 08:30:50,Manual Case Created,0
6931616851,2023-08-19 08:30:50,Set Case Status To Closed,0
6931616851,2023-08-19 08:30:50,Call Inbound,0
6931616851,2023-08-19 08:30:50,Set Work Order Status to Closed,0
6931616851,2023-08-19 08:30:50,Set Work Order Status to Approved,0
6931616851,2023-08-19 08:30:50,Set Work Order Status to Pending,0
6931616851,2023-08-19 08:30:50,Set Case Status To Completed,0
6931616851,2023-08-19 08:30:50,Task Created: Review/ Follow Up,0
6931616851,2023-08-19 08:31:49,Task Completed: Review/ Follow Up,0
6931616851,2023-08-19 08:32:35,Email Outbound,0
6931616851,2023-08-19 08:33:24,Email Inbound,0
6931616851,2023-08-19 08:33:24,Call Session Start,1
6931616851,2023-08-19 08:33:25,Customer Chat Initiated,0
6931616851,2023-08-24 07:23:54,Call Outbound,0
6931616851,2023-08-24 07:23:54,Set No Reply Required,0
6931616851,2023-08-24 07:23:54,Call Session End,0
6931616851,2023-08-24 07:23:54,Create Work Order,0
6931616851,2023-08-24 07:23:54,Submit Work Order,0
6931616851,2023-08-24 07:23:54,Manual Case Created,0
6931616851,2023-08-24 07:23:54,Set Case Status To Closed,0
6931616851,2023-08-24 07:23:54,Call Inbound,0
6931616851,2023-08-24 07:23:54,Set Work Order Status to Closed,0
6931616851,2023-08-24 07:23:54,Set Work Order Status to Approved,0
6931616851,2023-08-24 07:23:54,Set Work Order Status to Pending,0
6931616851,2023-08-24 07:23:54,Set Case Status To Completed,0
6931616851,2023-08-24 07:23:54,Task Created: Review/ Follow Up,0
6931616851,2023-08-24 07:23:54,Task Completed: Review/ Follow Up,0
6931616851,2023-08-24 07:23:54,Email Outbound,0
6931616851,2023-08-24 07:23:54,Email Inbound,0
6931616851,2023-08-24 07:23:54,Call Session Start,1
6931616851,2023-08-24 07:23:54,Customer Chat Initiated,0
6931616851,2023-08-24 07:23:54,Call Outbound,0
6931616851,2023-08-24 07:23:54,Set No Reply Required,0
6931616851,2023-08-24 07:24:12,Call Session End,0
6931616851,2023-08-24 07:24:24,Create Work Order,0
6931616851,2023-08-24 07:26:03,Submit Work Order,0
6931616851,2023-08-24 07:26:04,Manual Case Created,0
6931616851,2023-08-24 07:26:04,Set Case Status To Closed,0
6931616851,2023-08-24 07:53:03,Call Inbound,0
6931616851,2023-08-24 07:53:03,Set Work Order Status to Closed,0
6931616851,2023-08-24 07:53:03,Set Work Order Status to Approved,0
6931616851,2023-08-24 07:53:03,Set Work Order Status to Pending,0
6931616851,2023-08-24 07:53:03,Set Case Status To Completed,0
6931616851,2023-08-24 07:53:03,Task Created: Review/ Follow Up,0
6931616851,2023-08-24 07:53:03,Task Completed: Review/ Follow Up,0
6931616851,2023-08-24 07:53:03,Email Outbound,0
6931616851,2023-08-24 07:53:03,Email Inbound,0
6931616851,2023-08-24 07:53:03,Call Session Start,1
6931616851,2023-08-24 07:53:03,Customer Chat Initiated,0
6931616851,2023-08-24 07:53:03,Call Outbound,0
6931616851,2023-08-24 07:53:03,Set No Reply Required,0
6931616851,2023-08-24 07:53:03,Call Session End,0
6931616851,2023-08-24 07:53:03,Create Work Order,0
6931616851,2023-08-24 07:53:03,Submit Work Order,0
6931616851,2023-08-24 07:53:03,Manual Case Created,0
6931616851,2023-08-24 07:53:03,Set Case Status To Closed,0
6931616851,2023-08-24 07:53:03,Call Inbound,0
6931616851,2023-08-24 07:53:14,Set Work Order Status to Closed,0
6931616851,2023-08-24 08:00:31,Set Work Order Status to Approved,0
6931616851,2023-08-24 08:01:20,Set Work Order Status to Pending,0
6931616851,2023-08-24 08:01:20,Set Case Status To Completed,0
6931616851,2023-08-24 08:01:20,Task Created: Review/ Follow Up,0
6931616851,2023-08-24 08:06:29,Task Completed: Review/ Follow Up,0
6931616851,2023-08-24 08:06:29,Email Outbound,0
6931616851,2023-08-24 08:06:29,Email Inbound,0
6931616851,2023-08-24 08:06:29,Call Session Start,1
6931616851,2023-08-24 08:06:29,Customer Chat Initiated,0
6931616851,2023-08-24 08:06:29,Call Outbound,0
6931616851,2023-08-24 08:06:29,Set No Reply Required,0
6931616851,2023-08-24 08:06:29,Call Session End,0
6931616851,2023-08-24 08:06:29,Create Work Order,0
6931616851,2023-08-24 08:06:29,Submit Work Order,0
6931616851,2023-08-24 08:06:29,Manual Case Created,0
6931616851,2023-08-24 08:06:29,Set Case Status To Closed,0
6931616851,2023-08-24 08:06:29,Call Inbound,0
6931616851,2023-08-24 08:06:29,Set Work Order Status to Closed,0
6931616851,2023-08-24 08:06:29,Set Work Order Status to Approved,0
6931616851,2023-08-24 08:06:29,Set Work Order Status to Pending,0
6931616851,2023-08-24 08:06:29,Set Case Status To Completed,0
6931616851,2023-08-24 08:06:29,Task Created: Review/ Follow Up,0
6931616851,2023-08-24 08:06:29,Task Completed: Review/ Follow Up,0
6931616851,2023-08-24 08:06:29,Email Outbound,0
6931616851,2023-08-24 08:06:29,Email Inbound,0
6931616851,2023-08-24 08:06:29,Call Session Start,1
6931616851,2023-08-24 08:06:29,Customer Chat Initiated,0
6931616851,2023-08-24 08:06:29,Call Outbound,0
6931616851,2023-08-24 08:06:29,Set No Reply Required,0
6931616851,2023-08-24 08:06:29,Call Session End,0
6931616851,2023-08-24 08:06:29,Create Work Order,0
6931616851,2023-08-24 08:06:29,Submit Work Order,0
6931616851,2023-08-24 08:06:41,Manual Case Created,0
6931616851,2023-08-24 08:06:49,Set Case Status To Closed,0
6931616851,2023-08-24 08:07:38,Call Inbound,0
6931616851,2023-08-24 08:07:38,Set Work Order Status to Closed,0
6931616851,2023-08-24 08:14:39,Set Work Order Status to Approved,0
6931616851,2023-08-24 08:14:39,Set Work Order Status to Pending,0
6931616851,2023-08-24 08:14:39,Set Case Status To Completed,0
6931616851,2023-08-24 08:14:39,Task Created: Review/ Follow Up,0
6931616851,2023-08-25 04:32:38,Task Completed: Review/ Follow Up,0
6931616851,2023-08-25 04:32:38,Email Outbound,0
6931616851,2023-08-25 04:32:38,Email Inbound,0
6931616851,2023-08-25 04:32:38,Call Session Start,1
6931616851,2023-08-25 04:32:38,Customer Chat Initiated,0
6931616851,2023-08-25 04:32:38,Call Outbound,0
6931616851,2023-08-25 04:32:38,Set No Reply Required,0
6931616851,2023-08-25 04:32:38,Call Session End,0
6931616851,2023-08-25 04:32:38,Create Work Order,0
6931616851,2023-08-25 04:32:38,Submit Work Order,0
6931616851,2023-08-25 04:32:38,Manual Case Created,0
6931616851,2023-08-25 04:32:38,Set Case Status To Closed,0
6931616851,2023-08-25 04:32:38,Call Inbound,0
6931616851,2023-08-25 04:32:38,Set Work Order Status to Closed,0
6931616851,2023-08-25 04:32:38,Set Work Order Status to Approved,0
6931616851,2023-08-25 04:32:38,Set Work Order Status to Pending,0
6931616851,2023-08-25 04:32:38,Set Case Status To Completed,0
6931616851,2023-08-25 04:32:38,Task Created: Review/ Follow Up,0
6931616851,2023-08-25 04:32:38,Task Completed: Review/ Follow Up,0
6931616851,2023-08-25 04:32:38,Email Outbound,0
6931616851,2023-08-25 04:32:38,Email Inbound,0
6931616851,2023-08-25 04:32:38,Call Session Start,1
6931616851,2023-08-25 04:32:38,Customer Chat Initiated,0
6931616851,2023-08-25 04:32:38,Call Outbound,0
6931616851,2023-08-25 04:32:38,Set No Reply Required,0
6931616851,2023-08-25 04:32:38,Call Session End,0
6931616851,2023-08-25 04:32:38,Create Work Order,0
6931616851,2023-08-25 04:32:38,Submit Work Order,0
6931616851,2023-08-25 04:32:38,Manual Case Created,0
6931616851,2023-08-25 04:32:38,Set Case Status To Closed,0
6931616851,2023-08-25 04:32:38,Call Inbound,0
6931616851,2023-08-25 04:32:38,Set Work Order Status to Closed,0
6931616851,2023-08-25 04:32:38,Set Work Order Status to Approved,0
6931616851,2023-08-25 04:32:38,Set Work Order Status to Pending,0
6931616851,2023-08-25 04:32:49,Set Case Status To Completed,0
6931616851,2023-08-25 04:33:46,Task Created: Review/ Follow Up,0
6931616851,2023-08-25 04:34:16,Task Completed: Review/ Follow Up,0
6931616851,2023-08-25 04:34:19,Email Outbound,0
6931616851,2023-08-25 04:34:19,Email Inbound,0
6931616851,2023-08-25 04:41:50,Call Session Start,1
6931616851,2023-08-25 04:41:50,Customer Chat Initiated,0
6931616851,2023-08-25 04:41:50,Call Outbound,0
6931616851,2023-08-25 04:41:50,Set No Reply Required,0
6931616851,2023-10-07 06:54:02,Call Session End,0
6931616851,2023-10-07 06:54:02,Create Work Order,0
6931616851,2023-10-07 06:54:02,Submit Work Order,0
6931616851,2023-10-07 06:54:02,Manual Case Created,0
6931616851,2023-10-07 06:54:02,Set Case Status To Closed,0
6931616851,2023-10-07 06:54:02,Call Inbound,0
6931616851,2023-10-07 06:54:02,Set Work Order Status to Closed,0
6931616851,2023-10-07 06:54:02,Set Work Order Status to Approved,0
6931616851,2023-10-07 06:54:02,Set Work Order Status to Pending,0
6931616851,2023-10-07 06:54:02,Set Case Status To Completed,0
6931616851,2023-10-07 06:54:02,Task Created: Review/ Follow Up,0
6931616851,2023-10-07 06:54:02,Task Completed: Review/ Follow Up,0
6931616851,2023-10-07 06:54:02,Email Outbound,0
6931616851,2023-10-07 06:54:02,Email Inbound,0
6931616851,2023-10-07 06:54:02,Call Session Start,1
6931616851,2023-10-07 06:54:02,Customer Chat Initiated,0
6931616851,2023-10-07 06:54:02,Call Outbound,0
6931616851,2023-10-07 06:54:02,Set No Reply Required,0
6931616851,2023-10-07 06:54:02,Call Session End,0
6931616851,2023-10-07 06:54:23,Create Work Order,0
6931616851,2023-10-07 06:54:39,Submit Work Order,0
6931616851,2023-10-07 06:55:42,Manual Case Created,0
6931616851,2023-10-07 06:55:43,Set Case Status To Closed,0
6931616851,2023-10-07 06:55:43,Call Inbound,0
6931616851,2023-10-07 06:56:21,Set Work Order Status to Closed,0
6931616851,2023-10-07 06:56:21,Set Work Order Status to Approved,0
6931616851,2023-10-07 06:56:21,Set Work Order Status to Pending,0
6931616851,2023-10-07 06:56:21,Set Case Status To Completed,0
6931616851,2023-10-07 06:56:21,Task Created: Review/ Follow Up,0
6931616851,2023-10-07 06:56:21,Task Completed: Review/ Follow Up,0
6931616851,2023-10-07 06:56:21,Email Outbound,0
6931616851,2023-10-07 06:56:21,Email Inbound,0
6931616851,2023-10-07 06:56:21,Call Session Start,1
6931616851,2023-10-07 06:56:21,Customer Chat Initiated,0
6931616851,2023-10-07 06:56:21,Call Outbound,0
6931616851,2023-10-07 06:56:21,Set No Reply Required,0
6931616851,2023-10-07 06:56:21,Call Session End,0
6931616851,2023-10-07 06:56:21,Create Work Order,0
6931616851,2023-10-07 06:56:21,Submit Work Order,0
6931616851,2023-10-07 06:56:21,Manual Case Created,0
6931616851,2023-10-07 06:56:21,Set Case Status To Closed,0
6931616851,2023-10-07 06:56:21,Call Inbound,0
6931616851,2023-10-07 06:56:21,Set Work Order Status to Closed,0
6931616851,2023-10-07 06:56:21,Set Work Order Status to Approved,0
6931616851,2023-10-07 06:56:21,Set Work Order Status to Pending,0
6931616851,2023-10-07 06:56:21,Set Case Status To Completed,0
6931616851,2023-10-07 06:56:21,Task Created: Review/ Follow Up,0
6931616851,2023-10-07 06:56:21,Task Completed: Review/ Follow Up,0
6931616851,2023-10-07 06:56:21,Email Outbound,0
6931616851,2023-10-07 06:56:21,Email Inbound,0
6931616851,2023-10-07 06:56:21,Call Session Start,1
6931616851,2023-10-07 06:56:21,Customer Chat Initiated,0
6931616851,2023-10-07 06:56:21,Call Outbound,0
6931616851,2023-10-07 06:56:21,Set No Reply Required,0
6931616851,2023-10-07 06:56:21,Call Session End,0
6931616851,2023-10-07 06:56:21,Create Work Order,0
6931616851,2023-10-07 06:56:53,Submit Work Order,0
6931616851,2023-10-07 06:57:13,Manual Case Created,0
6931616851,2023-10-07 07:00:37,Set Case Status To Closed,0
6931616851,2023-10-07 07:00:39,Call Inbound,0
6931616851,2023-10-07 07:00:39,Set Work Order Status to Closed,0
6931616851,2023-10-07 07:02:32,Set Work Order Status to Approved,0
6931616851,2023-10-07 07:02:32,Set Work Order Status to Pending,0
6931616851,2023-10-07 07:02:32,Set Case Status To Completed,0
6931616851,2023-10-07 07:02:32,Task Created: Review/ Follow Up,0
6931616851,2023-10-07 07:03:21,Task Completed: Review/ Follow Up,0
6931616851,2023-10-07 07:03:21,Email Outbound,0
6931616851,2023-10-07 07:03:21,Email Inbound,0
6931616851,2023-10-07 07:03:21,Call Session Start,1
6931616851,2023-10-07 07:03:21,Customer Chat Initiated,0
6931616851,2023-10-07 07:03:21,Call Outbound,0
6931616851,2023-10-07 07:03:21,Set No Reply Required,0
6931616851,2023-10-07 07:03:21,Call Session End,0
6931616851,2023-10-07 07:03:21,Create Work Order,0
6931616851,2023-10-07 07:03:21,Submit Work Order,0
6931616851,2023-10-07 07:03:21,Manual Case Created,0
6931616851,2023-10-07 07:03:21,Set Case Status To Closed,0
6931616851,2023-10-07 07:03:21,Call Inbound,0
6931616851,2023-10-07 07:03:21,Set Work Order Status to Closed,0
6931616851,2023-10-07 07:03:21,Set Work Order Status to Approved,0
6931616851,2023-10-07 07:03:21,Set Work Order Status to Pending,0
6931616851,2023-10-07 07:03:21,Set Case Status To Completed,0
6931616851,2023-10-07 07:03:21,Task Created: Review/ Follow Up,0
6931616851,2023-10-07 07:03:21,Task Completed: Review/ Follow Up,0
6931616851,2023-10-07 07:03:42,Email Outbound,0
6931616851,2023-10-07 07:04:01,Email Inbound,0
6931616851,2023-10-07 07:08:32,Call Session Start,1
6931616851,2023-10-07 07:08:33,Customer Chat Initiated,0
6931616851,2023-10-07 07:08:33,Call Outbound,0
6931616851,2023-10-07 07:46:03,Set No Reply Required,0
6931616851,2023-10-07 07:46:03,Call Session End,0
6931616851,2023-10-07 07:46:03,Create Work Order,0
6931616851,2023-10-07 07:46:03,Submit Work Order,0
6931616851,2023-10-07 07:46:03,Manual Case Created,0
6931616851,2023-10-07 07:46:03,Set Case Status To Closed,0
6931616851,2023-10-07 07:46:03,Call Inbound,0
6931616851,2023-10-07 07:46:03,Set Work Order Status to Closed,0
6931616851,2023-10-07 07:46:03,Set Work Order Status to Approved,0
6931616851,2023-10-07 07:46:03,Set Work Order Status to Pending,0
6931616851,2023-10-07 07:46:03,Set Case Status To Completed,0
6931616851,2023-10-07 07:46:03,Task Created: Review/ Follow Up,0
6931616851,2023-10-07 07:46:03,Task Completed: Review/ Follow Up,0
6931616851,2023-10-07 07:46:03,Email Outbound,0
6931616851,2023-10-07 07:46:03,Email Inbound,0
6931616851,2023-10-07 07:46:03,Call Session Start,1
6931616851,2023-10-07 07:46:03,Customer Chat Initiated,0
6931616851,2023-10-07 07:46:03,Call Outbound,0
6931616851,2023-10-07 07:46:19,Set No Reply Required,0
6931616851,2023-10-07 07:46:31,Call Session End,0
6931616851,2023-10-07 07:47:10,Create Work Order,0
6931616851,2023-10-07 07:47:11,Submit Work Order,0
6931616851,2023-10-07 07:47:11,Manual Case Created,0
6931616851,2023-10-12 08:01:31,Set Case Status To Closed,0
6931616851,2023-10-12 08:01:31,Call Inbound,0
6931616851,2023-10-12 08:01:31,Set Work Order Status to Closed,0
6931616851,2023-10-12 08:01:31,Set Work Order Status to Approved,0
6931616851,2023-10-12 08:01:31,Set Work Order Status to Pending,0
6931616851,2023-10-12 08:01:31,Set Case Status To Completed,0
6931616851,2023-10-12 08:01:31,Task Created: Review/ Follow Up,0
6931616851,2023-10-12 08:01:31,Task Completed: Review/ Follow Up,0
6931616851,2023-10-12 08:01:31,Email Outbound,0
6931616851,2023-10-12 08:01:31,Email Inbound,0
6931616851,2023-10-12 08:01:31,Call Session Start,1
